t_s,rojo,verde,azul,claro
2.1225,15,73,22,99
2.1425,15,73,22,99
2.1598,16,74,22,99
2.1773,16,74,22,99
2.1921,16,74,22,99
2.2087,16,74,22,99
2.2239,16,74,22,99
2.2372,16,74,22,99
2.2519,15,73,20,99
2.2660,15,73,20,99
2.2840,15,73,20,99
2.2971,16,74,23,99
2.3132,16,74,23,99
2.3270,16,74,23,99
2.3432,15,73,23,99
2.3606,15,73,23,99
2.3754,15,73,23,99
2.3893,15,73,20,99
2.4046,15,73,20,99
2.4194,15,73,20,99
2.4338,15,73,21,99
2.4486,15,73,21,99
2.4632,15,73,21,99
2.4781,16,74,22,98
2.4921,16,74,22,98
2.5059,16,74,22,98
2.5232,16,74,23,98
2.5368,16,74,23,98
2.5533,15,73,23,99
2.5696,15,73,23,99
2.5846,15,73,23,99
2.6003,15,73,23,98
2.6146,15,73,23,98
2.6291,15,73,23,98
2.6431,15,73,22,98
2.6610,15,73,22,98
2.6741,15,73,22,98
2.6914,16,74,22,98
2.7055,16,74,22,98
2.7239,16,74,22,98
2.7371,16,73,22,99
2.7531,16,73,22,99
2.7690,16,73,22,99
2.7837,16,73,23,98
2.7971,16,73,23,98
2.8139,16,73,23,98
2.8264,16,74,20,99
2.8439,16,74,20,99
2.8592,16,74,20,99
2.8732,16,73,22,98
2.8901,16,73,22,98
2.9057,16,73,22,98
2.9219,15,73,20,98
2.9422,15,73,20,98
2.9633,16,74,22,98
2.9782,16,74,22,98
2.9922,16,74,22,98
3.0102,15,73,23,99
3.0293,15,73,23,99
3.0509,15,74,23,98
3.0678,15,74,23,98
3.0843,15,74,23,98
3.1011,15,48,42,98
3.1212,15,48,42,98
3.1419,15,41,51,99
3.1595,15,41,51,99
3.1723,15,41,51,99
3.1893,15,40,51,99
3.2114,15,40,51,99
3.2263,16,41,52,98
3.2427,16,41,52,98
3.2580,16,41,52,98
3.2751,15,40,52,99
3.2888,15,40,52,99
3.3029,15,40,52,99
3.3200,15,40,51,98
3.3337,15,40,51,98
3.3476,15,40,51,98
3.3626,15,40,51,98
3.3751,15,40,51,98
3.3921,15,40,51,98
3.4052,13,40,51,98
3.4201,13,40,51,98
3.4354,13,40,51,98
3.4489,15,40,52,99
3.4636,15,40,52,99
3.4772,15,40,52,99
3.4951,16,40,51,99
3.5098,16,40,51,99
3.5231,16,40,51,99
3.5364,16,41,51,98
3.5523,16,41,51,98
3.5682,16,41,51,98
3.5849,15,40,51,98
3.6004,15,40,51,98
3.6155,15,40,51,98
3.6276,15,40,51,99
3.6430,15,40,51,99
3.6580,15,40,51,99
3.6723,15,40,52,99
3.6862,15,40,52,99
3.7031,15,40,52,99
3.7162,16,40,51,99
3.7333,16,40,51,99
3.7494,16,40,51,99
3.7632,15,40,52,98
3.7772,15,40,52,98
3.7923,15,40,52,98
3.8082,16,41,52,98
3.8229,16,41,52,98
3.8359,16,41,52,98
3.8525,16,40,52,99
3.8693,16,40,52,99
3.8847,16,41,52,98
3.8981,16,41,52,98
3.9151,16,41,52,98
3.9293,16,41,52,99
3.9503,16,41,52,99
3.9728,16,41,52,99
3.9881,16,41,52,99
4.0031,16,41,52,99
4.0183,16,41,52,99
4.0350,16,41,52,99
4.0509,16,41,52,99
4.0673,16,41,52,99
4.0833,16,41,52,99
4.1034,14,41,52,99
4.1323,14,41,52,99
4.1475,14,41,52,99
4.1641,15,40,51,99
4.1785,15,40,51,99
4.1946,13,40,52,99
4.2084,13,40,52,99
4.2273,13,40,52,99
4.2415,16,41,51,98
4.2554,16,41,51,98
4.2704,16,41,51,98
4.2834,16,41,51,98
4.2957,16,41,51,98
4.3140,16,41,51,98
4.3269,15,40,51,99
4.3442,15,40,51,99
4.3595,15,40,51,99
4.3731,15,41,51,99
4.3865,15,41,51,99
4.4022,15,41,51,99
4.4150,15,41,51,99
4.4305,16,40,51,98
4.4439,16,40,51,98
4.4606,15,40,51,99
4.4765,15,40,51,99
4.4947,15,40,51,99
4.5092,16,41,52,98
4.5233,16,41,52,98
4.5400,16,41,52,98
4.5538,15,40,52,99
4.5694,15,40,52,99
4.5832,15,40,52,99
4.5979,15,40,51,98
4.6142,15,40,51,98
4.6275,15,40,51,98
4.6431,15,40,51,98
4.6596,15,40,51,98
4.6730,15,40,51,98
4.6864,16,41,51,98
4.7020,16,41,51,98
4.7150,16,41,51,98
4.7306,15,40,52,99
4.7438,15,40,52,99
4.7623,15,40,52,99
4.7762,16,41,51,99
4.7935,16,41,51,99
4.8096,16,41,51,99
4.8238,16,40,52,99
4.8386,16,40,52,99
4.8533,16,40,52,99
4.8677,14,41,51,99
4.8827,14,41,51,99
4.8970,14,41,51,99
4.9152,15,40,52,98
4.9313,15,40,52,98
4.9519,13,40,52,99
4.9737,13,40,52,99
4.9884,13,40,52,99
5.0037,13,40,52,99
5.0178,13,40,52,99
5.0346,13,40,52,99
5.0486,13,41,51,98
5.0640,13,41,51,98
5.0800,24,41,51,98
5.0938,24,49,33,97
5.1243,31,56,18,97
5.1423,31,56,18,97
5.1611,31,56,18,97
5.1751,31,55,19,95
5.1928,31,55,19,95
5.2082,31,55,19,95
5.2238,31,55,19,95
5.2372,31,55,19,95
5.2518,31,55,19,95
5.2661,31,55,19,95
5.2843,31,55,19,95
5.2980,31,55,19,95
5.3132,31,56,19,95
5.3306,31,56,19,95
5.3443,31,56,19,95
5.3602,30,56,18,97
5.3753,30,56,18,97
5.3893,30,56,19,97
5.4044,30,56,19,97
5.4195,30,56,19,97
5.4332,30,56,19,97
5.4480,31,55,19,95
5.4630,31,55,19,95
5.4769,31,55,19,95
5.4923,31,55,19,95
5.5097,31,55,19,95
5.5245,31,56,19,95
5.5379,31,56,19,95
5.5533,31,56,19,95
5.5715,30,56,18,97
5.5854,30,56,18,97
5.5998,30,56,18,97
5.6211,30,56,19,97
5.6405,30,56,19,97
5.6539,31,55,19,95
5.6732,31,55,19,95
5.6866,31,55,19,95
5.7053,31,56,19,95
5.7201,31,56,19,95
5.7347,31,56,19,95
5.7501,31,55,19,95
5.7633,31,55,19,95
5.7762,31,55,19,95
5.7933,31,56,19,95
5.8104,31,56,19,95
5.8241,31,56,19,95
5.8375,31,55,19,97
5.8534,31,55,19,97
5.8689,31,55,19,97
5.8832,30,56,19,95
5.8977,30,56,19,95
5.9140,30,56,19,95
5.9314,31,55,19,97
5.9500,31,55,19,97
5.9705,30,56,18,97
5.9880,30,56,18,97
6.0032,30,56,18,97
6.0202,30,56,19,95
6.0357,30,56,19,95
6.0512,30,56,19,95
6.0662,30,56,19,97
6.0826,30,56,19,97
6.1003,30,55,19,95
6.1248,30,55,19,95
6.1511,34,56,19,95
6.1693,34,56,19,95
6.1906,30,56,18,97
6.2052,30,56,18,97
6.2250,30,56,18,97
6.2385,30,56,18,97
6.2548,30,56,18,97
6.2696,30,56,18,97
6.2839,30,56,19,95
6.3001,30,56,19,95
6.3160,30,56,19,95
6.3297,31,56,19,97
6.3437,31,56,19,97
6.3594,31,56,19,97
6.3746,31,56,19,95
6.3887,31,56,19,95
6.4048,31,56,19,95
6.4199,31,55,19,97
6.4338,31,55,19,97
6.4472,31,55,19,97
6.4627,31,56,19,97
6.4770,31,56,19,97
6.4929,31,56,19,97
6.5059,30,56,18,97
6.5224,30,56,18,97
6.5361,30,56,18,97
6.5530,30,56,18,97
6.5669,30,56,18,97
6.5823,30,56,18,97
6.6001,30,56,19,95
6.6169,30,56,19,95
6.6307,30,56,19,95
6.6446,34,56,18,97
6.6596,34,56,18,97
6.6729,34,56,18,97
6.6882,31,56,18,97
6.7021,31,56,18,97
6.7159,31,56,18,97
6.7330,30,56,19,97
6.7469,30,56,19,97
6.7620,30,56,19,97
6.7769,30,55,19,95
6.7929,30,55,19,95
6.8059,30,55,19,95
6.8243,31,55,18,97
6.8380,31,55,18,97
6.8529,31,55,18,97
6.8667,30,56,19,95
6.8822,30,56,19,95
6.8965,31,55,18,97
6.9137,31,55,18,97
6.9267,31,55,18,97
6.9487,30,56,18,97
6.9628,30,56,18,97
6.9809,30,56,18,97
7.0001,30,55,18,97
7.0171,30,55,18,97
7.0331,31,55,18,97
7.0482,31,55,18,97
7.0643,31,55,18,97
7.0819,34,54,17,93
7.0989,34,54,17,93
7.1222,36,45,15,85
7.1416,36,45,15,85
7.1582,36,45,15,85
7.1728,35,45,15,85
7.1910,35,45,15,85
7.2106,36,46,17,86
7.2260,36,46,17,86
7.2439,36,46,17,86
7.2594,36,46,17,85
7.2729,36,46,17,85
7.2866,36,46,17,85
7.3035,36,46,17,86
7.3151,36,46,17,86
7.3328,36,46,17,86
7.3461,36,46,17,85
7.3618,36,46,17,85
7.3741,36,46,17,85
7.3899,36,46,15,86
7.4036,36,46,15,86
7.4212,36,46,15,86
7.4349,35,45,15,86
7.4536,35,45,15,86
7.4686,35,45,15,86
7.4830,36,46,17,85
7.4972,36,46,17,85
7.5135,36,46,17,85
7.5285,36,46,17,85
7.5432,36,46,17,85
7.5581,36,46,17,85
7.5733,36,46,17,86
7.5864,36,46,17,86
7.6029,36,46,17,85
7.6210,36,46,17,85
7.6348,36,46,17,85
7.6477,36,46,17,85
7.6623,36,46,15,86
7.6759,36,46,15,86
7.6933,36,46,15,86
7.7082,35,45,15,86
7.7226,35,45,15,86
7.7362,35,45,15,86
7.7532,36,46,17,85
7.7671,36,46,17,85
7.7819,36,46,17,85
7.7958,36,46,17,86
7.8132,36,46,17,86
7.8269,36,46,17,86
7.8419,36,46,17,85
7.8587,36,46,17,85
7.8731,35,46,17,85
7.8863,35,45,15,86
7.9043,35,45,15,86
7.9211,36,45,17,86
7.9390,36,45,17,86
7.9525,36,45,17,86
7.9753,36,46,17,85
7.9932,36,46,17,85
8.0080,35,45,17,85
8.0253,35,45,17,85
8.0409,35,45,17,85
8.0577,35,46,15,86
8.0725,35,46,15,86
8.0913,35,46,15,86
8.1114,35,46,15,85
8.1324,35,46,15,85
8.1562,35,45,15,86
8.1730,35,45,15,86
8.1858,35,45,17,85
8.2043,35,45,17,85
8.2242,35,45,17,85
8.2402,35,43,15,86
8.2531,35,43,15,86
8.2702,35,43,15,86
8.2830,36,45,15,85
8.3001,36,45,15,85
8.3140,36,45,15,85
8.3311,36,46,17,85
8.3453,36,46,17,85
8.3608,35,45,17,85
8.3742,35,45,17,85
8.3877,35,45,17,85
8.4033,36,46,17,85
8.4190,36,46,17,85
8.4320,36,46,17,85
8.4480,36,46,17,85
8.4618,33,45,15,86
8.4802,33,45,15,86
8.4927,33,45,15,86
8.5107,35,45,15,85
8.5252,35,45,15,85
8.5439,35,45,15,85
8.5581,35,45,15,85
8.5732,35,45,15,85
8.5877,35,45,17,85
8.6047,35,45,17,85
8.6189,35,45,17,85
8.6338,35,45,15,85
8.6474,35,45,15,85
8.6641,35,45,15,85
8.6778,36,45,17,86
8.6914,36,45,17,86
8.7051,36,45,17,86
8.7201,36,46,17,85
8.7341,36,46,17,85
8.7474,36,46,17,85
8.7630,35,45,17,86
8.7772,35,45,17,86
8.7926,35,45,17,86
8.8051,36,46,17,85
8.8250,36,46,17,85
8.8387,36,46,17,85
8.8548,36,46,17,86
8.8701,36,46,17,86
8.8848,36,46,17,86
8.8985,36,46,17,85
8.9139,36,46,17,85
8.9286,36,46,17,85
8.9498,36,46,15,86
8.9719,36,46,15,86
8.9886,35,45,15,86
9.0031,35,45,15,86
9.0200,35,45,15,86
9.0353,36,44,15,85
9.0509,36,44,15,85
9.0721,34,45,19,89
9.0901,34,45,19,89
9.1069,15,68,43,113
9.1341,15,68,43,113
9.1532,15,68,43,113
9.1731,15,68,43,113
9.1905,15,68,43,113
9.2050,15,65,42,110
9.2232,15,65,42,110
9.2393,15,65,42,110
9.2536,15,68,43,113
9.2683,15,68,43,113
9.2832,15,68,43,113
9.2986,15,68,43,113
9.3128,15,68,43,113
9.3269,15,68,43,113
9.3420,16,69,43,113
9.3582,16,69,43,113
9.3731,16,69,43,113
9.3862,16,69,42,113
9.4021,16,69,42,113
9.4185,16,69,42,113
9.4349,15,68,42,113
9.4492,15,68,42,113
9.4632,15,68,42,113
9.4783,15,68,43,114
9.4930,15,68,43,114
9.5090,15,68,43,114
9.5259,15,68,43,114
9.5391,15,68,43,114
9.5530,15,68,43,114
9.5667,15,69,43,113
9.5837,15,69,43,113
9.5979,15,69,43,113
9.6128,15,68,43,113
9.6270,15,68,43,113
9.6419,15,68,43,113
9.6541,16,69,42,114
9.6727,16,69,42,114
9.6866,16,69,42,114
9.7022,16,69,43,113
9.7157,16,69,43,113
9.7329,16,69,43,113
9.7464,16,68,42,113
9.7619,16,68,42,113
9.7767,16,69,43,113
9.7931,16,69,43,114
9.8078,16,69,43,114
9.8233,16,69,43,114
9.8363,15,69,43,113
9.8528,15,69,43,113
9.8664,15,69,43,113
9.8822,15,68,43,113
9.8963,15,68,43,113
9.9136,15,68,43,113
9.9296,15,68,43,113
9.9483,15,68,43,113
9.9717,16,69,42,114
9.9883,16,69,42,114
10.0033,16,69,43,114
10.0209,16,69,43,114
10.0380,16,69,43,114
10.0528,15,69,42,114
10.0733,15,69,42,114
10.0922,15,68,43,110
10.1051,15,68,43,110
10.1317,16,69,42,113
10.1527,16,69,42,113
10.1680,16,69,42,113
10.1845,15,68,42,114
10.2013,15,68,42,114
10.2202,15,68,42,114
10.2396,16,69,42,113
10.2536,16,69,42,113
10.2717,16,65,43,110
10.2850,16,65,43,110
10.3016,16,65,43,110
10.3172,16,69,43,114
10.3333,16,69,43,114
10.3463,16,69,43,114
10.3622,15,68,43,113
10.3770,15,68,43,113
10.3933,15,68,43,113
10.4080,15,68,43,113
10.4239,15,68,43,113
10.4376,15,68,43,113
10.4539,16,69,42,114
10.4683,16,69,42,114
10.4826,16,69,42,114
10.4961,16,69,42,114
10.5132,16,69,42,114
10.5282,16,69,42,114
10.5429,15,68,43,114
10.5546,15,68,43,114
10.5731,15,68,43,114
10.5864,15,68,42,113
10.6027,15,68,42,113
10.6222,15,68,42,114
10.6372,15,68,42,114
10.6518,15,68,42,114
10.6705,16,68,42,110
10.6897,16,68,42,110
10.7030,16,68,42,110
10.7204,15,68,43,113
10.7331,15,68,43,113
10.7496,15,68,43,113
10.7630,15,68,43,113
10.7796,15,68,43,113
10.7941,15,68,43,113
10.8102,16,69,43,113
10.8234,16,69,43,113
10.8413,16,69,43,113
10.8543,16,69,42,113
10.8741,16,69,42,113
10.8874,16,69,43,113
10.9014,16,69,43,113
10.9207,16,69,43,113
10.9370,16,69,43,114
10.9505,16,69,43,114
10.9689,16,69,43,114
10.9844,16,68,43,110
11.0003,16,68,43,110
11.0163,16,68,43,110
11.0332,16,69,43,114
11.0482,16,69,43,114
11.0633,16,69,43,114
11.0777,15,68,42,114
11.0923,15,68,42,114
11.1152,29,40,35,97
11.1367,29,40,35,97
11.1543,31,38,36,97
11.1711,31,38,36,97
11.1898,31,38,36,97
11.2044,30,39,35,95
11.2207,30,39,35,95
11.2342,30,39,35,95
11.2484,28,39,35,95
11.2619,28,39,35,95
11.2802,28,39,35,95
11.2951,29,39,35,97
11.3134,29,39,35,97
11.3267,29,39,35,97
11.3446,28,39,35,97
11.3593,28,39,35,97
11.3741,28,39,35,97
11.3874,31,39,35,97
11.4019,31,39,35,97
11.4191,29,38,36,97
11.4331,29,38,36,97
11.4460,29,38,36,97
11.4626,29,38,36,97
11.4767,31,38,36,97
11.4931,31,38,36,97
11.5079,30,39,35,97
11.5242,30,39,35,97
11.5374,30,39,35,97
11.5530,29,38,36,97
11.5664,29,38,36,97
11.5821,29,38,36,97
11.5962,31,38,35,97
11.6132,31,38,35,97
11.6262,31,38,35,97
11.6431,28,39,35,97
11.6595,28,39,35,97
11.6738,28,39,35,97
11.6885,31,39,35,95
11.7021,31,39,35,95
11.7210,31,39,35,95
11.7410,31,39,36,95
11.7547,31,39,36,95
11.7748,28,38,35,95
11.7897,28,38,35,95
11.8038,28,38,35,95
11.8184,31,38,36,95
11.8324,31,38,36,95
11.8469,31,38,36,95
11.8630,28,38,36,95
11.8760,28,38,36,95
11.8929,28,38,36,95
11.9060,31,38,35,97
11.9230,31,38,35,97
11.9374,31,38,35,97
11.9542,28,39,35,97
11.9700,28,39,35,97
11.9859,28,39,35,97
11.9994,29,39,35,95
12.0167,29,39,35,95
12.0327,29,39,35,95
12.0462,30,39,36,95
12.0610,30,39,36,95
12.0791,30,39,36,95
12.0930,29,39,36,95
12.1101,29,39,36,95
12.1343,29,38,36,97
12.1531,29,38,36,97
12.1739,31,39,36,97
12.1874,31,39,35,97
12.2030,31,39,35,97
12.2213,29,39,36,95
12.2406,29,39,36,95
12.2541,29,39,36,95
12.2691,30,39,36,95
12.2858,30,39,36,95
12.3002,30,39,36,95
12.3142,31,38,35,97
12.3280,31,38,35,97
12.3418,31,38,35,97
12.3545,30,39,36,95
12.3727,30,39,36,95
12.3859,30,39,36,95
12.4017,31,39,35,97
12.4166,31,39,35,97
12.4341,31,39,35,97
12.4475,28,39,35,95
12.4628,28,39,35,95
12.4780,28,39,35,95
12.4926,30,39,36,95
12.5093,30,39,36,95
12.5254,30,39,36,95
12.5402,31,38,36,97
12.5538,31,38,36,97
12.5676,31,38,36,97
12.5834,29,38,35,97
12.5980,29,38,35,97
12.6127,29,38,35,97
12.6269,28,38,36,97
12.6401,28,38,36,97
12.6545,28,38,36,97
12.6675,31,38,36,97
12.6829,31,38,36,97
12.6964,31,38,36,97
12.7123,29,38,36,97
12.7262,29,38,36,97
12.7426,29,38,36,97
12.7579,29,39,36,97
12.7718,29,39,36,97
12.7855,29,39,36,97
12.8028,28,38,36,95
12.8163,28,38,36,95
12.8314,28,38,36,95
12.8438,29,38,36,95
12.8606,29,38,36,95
12.8736,29,38,36,95
12.8904,28,39,35,97
12.9050,28,39,35,97
12.9202,28,39,35,97
12.9341,30,38,36,95
12.9498,30,38,36,95
12.9694,30,38,36,95
12.9827,28,38,35,95
12.9974,28,38,35,95
13.0194,29,39,36,97
13.0324,29,39,36,97
13.0486,29,39,36,97
13.0627,30,38,36,97
13.0811,30,38,36,97
13.0996,30,38,36,97
13.1191,26,38,40,97
13.1391,26,38,40,97
13.1606,24,39,43,99
13.1744,24,39,43,99
13.1921,24,39,43,98
13.2100,24,39,43,98
13.2251,24,39,43,98
13.2398,23,38,43,99
13.2538,23,38,43,99
13.2707,23,38,43,99
13.2832,23,39,42,99
13.2968,23,39,42,99
13.3131,23,39,42,99
13.3275,23,38,43,98
13.3431,23,38,43,98
13.3580,23,38,43,98
13.3715,23,39,42,99
13.3882,23,39,42,99
13.4031,23,39,42,99
13.4170,23,38,42,98
13.4333,23,38,42,98
13.4456,23,38,42,98
13.4597,23,39,42,99
13.4738,23,39,42,99
13.4870,23,39,42,99
13.5013,23,38,42,98
13.5181,23,38,42,98
13.5345,23,38,42,98
13.5478,23,38,42,98
13.5617,23,38,42,98
13.5767,23,38,42,98
13.5929,23,39,43,99
13.6088,23,39,43,99
13.6243,23,39,43,99
13.6400,24,39,42,98
13.6532,24,39,42,98
13.6678,24,39,42,98
13.6814,23,39,42,98
13.6953,23,39,42,98
13.7130,23,39,42,98
13.7269,24,39,43,99
13.7414,24,39,43,99
13.7582,24,39,43,99
13.7726,23,39,42,98
13.7857,23,39,42,98
13.8022,23,39,42,98
13.8158,23,38,43,99
13.8324,23,38,43,99
13.8454,23,38,43,99
13.8592,23,38,42,98
13.8752,23,38,42,98
13.8901,23,38,42,98
13.9052,23,39,43,98
13.9206,23,39,43,98
13.9370,23,39,43,98
13.9514,24,39,43,99
13.9732,24,39,43,99
13.9921,23,39,42,98
14.0111,23,39,42,98
14.0316,23,39,42,98
14.0452,23,38,43,99
14.0662,23,38,43,99
14.0814,24,38,42,98
14.0977,24,38,42,98
14.1220,24,38,43,99
14.1402,24,38,43,99
14.1556,24,38,43,99
14.1723,23,38,43,99
14.1897,23,38,43,99
14.2062,23,38,43,99
14.2246,23,39,42,98
14.2387,23,39,42,98
14.2532,23,39,42,98
14.2672,24,39,43,99
14.2810,24,39,43,99
14.2972,24,39,43,99
14.3113,23,39,42,98
14.3298,23,39,42,98
14.3436,23,39,42,98
14.3606,23,38,43,99
14.3751,23,38,43,99
14.3924,24,38,42,98
14.4081,24,38,42,98
14.4229,24,38,42,98
14.4360,24,38,43,99
14.4523,24,38,43,99
14.4687,24,38,43,99
14.4848,23,38,43,99
14.4982,23,38,43,99
14.5123,23,38,43,99
14.5271,23,39,42,98
14.5429,23,39,42,98
14.5559,23,39,42,98
14.5724,24,39,43,99
14.5875,24,39,43,99
14.6058,24,39,43,99
14.6211,23,39,42,98
14.6372,23,39,42,98
14.6506,23,39,42,98
14.6646,23,38,43,99
14.6795,23,38,43,99
14.6953,23,38,43,99
14.7093,24,38,42,98
14.7243,24,38,42,98
14.7373,24,38,42,98
14.7523,24,39,42,98
14.7681,24,39,42,98
14.7832,24,39,42,98
14.7967,23,38,43,99
14.8119,23,38,43,99
14.8281,23,38,43,99
14.8425,24,39,43,98
14.8555,24,39,43,98
14.8721,24,39,43,98
14.8859,23,38,43,99
14.9025,23,38,43,99
14.9170,23,38,43,99
14.9321,23,39,42,99
14.9468,23,39,42,99
14.9628,23,39,42,99
14.9783,24,39,42,99
14.9931,24,39,42,99
15.0127,23,39,42,98
15.0288,23,39,42,98
15.0430,23,39,42,98
15.0629,24,38,42,98
15.0783,24,38,42,98
15.0924,24,38,42,98
15.1057,24,56,31,98
15.1357,24,56,31,98
15.1541,24,68,20,99
15.1678,24,68,20,99
15.1821,24,68,20,99
15.2003,23,69,21,100
15.2167,23,69,21,100
15.2327,24,68,20,102
15.2463,24,68,20,102
15.2631,24,68,20,102
15.2748,24,68,20,102
15.2902,24,69,21,102
15.3037,24,69,21,102
15.3200,24,69,21,102
15.3353,24,69,20,100
15.3519,24,69,20,100
15.3638,24,69,20,100
15.3774,24,68,20,99
15.3930,24,68,20,99
15.4081,23,69,21,102
15.4237,23,69,21,102
15.4374,23,69,21,102
15.4525,23,69,21,102
15.4654,24,68,21,98
15.4828,24,68,21,98
15.4974,24,68,21,98
15.5120,23,68,21,102
15.5264,23,68,21,102
15.5422,23,68,21,102
15.5553,23,69,21,102
15.5723,23,69,21,102
15.5863,24,69,20,100
15.6043,24,69,20,100
15.6202,24,69,20,100
15.6362,24,68,20,102
15.6511,24,68,20,102
15.6648,24,68,20,102
15.6786,24,69,21,99
15.6939,24,69,21,99
15.7060,24,69,21,99
15.7229,23,69,20,102
15.7361,23,69,20,102
15.7514,23,69,20,102
15.7659,23,68,21,99
15.7824,23,68,21,99
15.7970,23,68,21,99
15.8133,23,68,20,99
15.8282,23,68,20,99
15.8423,23,68,20,99
15.8559,24,69,21,102
15.8733,24,69,21,102
15.8871,24,69,21,102
15.9032,24,69,20,100
15.9174,24,69,20,100
15.9353,24,69,20,100
15.9533,24,69,21,102
15.9693,24,69,21,102
15.9834,23,68,20,98
16.0013,23,68,20,98
16.0162,23,68,20,98
16.0335,24,68,20,102
16.0476,24,68,20,102
16.0636,24,68,20,102
16.0772,24,69,21,99
16.0925,24,69,21,99
16.1059,24,69,21,99
16.1336,23,69,20,102
16.1552,23,69,20,102
16.1706,23,68,21,99
16.1852,23,68,21,99
16.2046,23,68,20,99
16.2231,23,68,20,99
16.2403,23,68,20,99
16.2542,24,69,21,102
16.2699,24,69,21,102
16.2830,24,69,21,102
16.2996,23,68,21,102
16.3178,23,68,21,102
16.3328,23,68,21,102
16.3461,23,69,21,102
16.3630,23,69,21,102
16.3771,23,69,21,102
16.3903,24,68,21,100
16.4055,24,68,21,100
16.4203,24,68,21,100
16.4343,23,69,21,99
16.4489,23,69,21,99
16.4628,23,69,21,99
16.4768,23,69,21,102
16.4912,23,69,21,102
16.5051,23,69,21,102
16.5228,24,68,21,100
16.5366,24,68,21,100
16.5512,24,68,21,100
16.5652,23,68,21,100
16.5838,23,68,21,100
16.5976,23,68,21,100
16.6139,23,68,21,102
16.6291,23,68,21,102
16.6425,23,68,21,102
16.6580,24,68,20,99
16.6727,24,68,20,99
16.6865,24,68,20,99
16.7026,24,69,20,100
16.7164,24,69,20,100
16.7342,24,69,20,100
16.7463,23,68,21,100
16.7654,23,68,21,100
16.7786,23,68,21,100
16.7926,23,68,21,102
16.8051,23,68,21,102
16.8224,23,68,21,102
16.8353,24,68,21,102
16.8511,24,68,21,102
16.8654,24,68,21,102
