t_s,rojo,verde,azul,claro
17.0488,1,15,76,85
17.0644,1,15,76,85
17.0813,1,15,75,84
17.0948,1,15,75,84
17.1117,1,15,75,84
17.1259,1,15,75,83
17.1447,1,15,75,83
17.1577,0,16,76,83
17.1741,0,16,76,83
17.1885,0,16,76,83
17.2050,1,16,75,84
17.2187,1,16,75,84
17.2341,1,16,75,84
17.2484,0,16,75,86
17.2672,0,16,75,86
17.2814,0,16,75,86
17.2950,1,15,75,84
17.3110,1,15,75,84
17.3252,1,15,75,84
17.3402,1,15,75,84
17.3542,1,15,75,84
17.3695,1,15,75,84
17.3853,0,16,75,86
17.3983,0,16,75,86
17.4152,0,16,75,86
17.4328,1,15,75,84
17.4525,1,15,75,84
17.4661,1,15,75,84
17.4837,1,15,75,83
17.4996,1,15,75,83
17.5151,0,16,76,85
17.5293,0,16,76,85
17.5446,0,16,76,85
17.5586,16,29,46,80
17.5829,16,29,46,80
17.5958,16,29,46,80
17.6100,34,46,12,78
17.6236,34,46,12,78
17.6365,34,46,12,78
17.6519,34,46,11,78
17.6656,34,46,11,78
17.6848,34,46,11,78
17.6995,33,45,11,79
17.7151,33,45,11,79
17.7324,33,46,12,78
17.7531,33,46,12,78
17.7738,33,46,12,78
17.7894,34,46,11,78
17.8080,34,46,11,78
17.8229,33,46,11,78
17.8443,33,46,11,78
17.8634,33,46,12,78
17.8833,33,46,12,79
17.9024,33,46,12,79
17.9194,34,46,12,79
17.9379,34,46,12,79
17.9552,33,46,12,79
17.9695,33,46,12,79
17.9839,33,46,12,79
17.9996,33,46,12,79
18.0142,33,45,11,79
18.0309,33,45,11,79
18.0443,34,45,11,78
18.0615,34,45,11,78
18.0751,34,45,11,78
18.0932,34,46,11,78
18.1079,34,46,11,78
18.1242,34,46,11,78
18.1414,33,45,11,79
18.1550,33,45,11,79
18.1693,33,45,11,79
18.1841,34,46,12,78
18.1978,34,46,12,78
18.2147,34,46,12,78
18.2281,33,45,12,79
18.2458,33,45,12,79
18.2594,33,45,12,79
18.2725,34,46,11,78
18.2875,34,46,11,78
18.3012,34,46,11,78
18.3148,34,46,11,78
18.3316,34,46,11,78
18.3462,34,46,11,78
18.3598,34,46,11,78
18.3738,34,46,11,78
18.3887,34,46,11,78
18.4047,34,46,11,79
18.4186,34,46,11,79
18.4380,34,46,11,79
18.4527,33,45,12,78
18.4664,33,45,12,78
18.4816,33,45,12,78
18.4953,33,46,12,79
18.5090,33,46,12,79
18.5247,33,46,12,79
18.5386,34,45,11,78
18.5551,34,45,11,78
18.5690,34,45,11,78
18.5849,34,46,11,78
18.5996,34,46,11,78
18.6137,34,46,11,78
18.6318,33,45,11,79
18.6485,33,45,11,79
18.6622,33,45,11,79
18.6769,34,46,12,78
18.6937,34,46,12,78
18.7100,33,46,12,78
18.7233,33,45,12,79
18.7419,33,45,12,79
18.7636,34,46,11,78
18.7777,34,46,11,78
18.7964,33,45,11,78
18.8125,33,45,11,78
18.8283,33,45,11,78
18.8620,33,45,11,79
18.8843,33,45,11,79
18.8996,34,46,11,78
18.9140,34,46,11,78
18.9312,33,45,11,79
18.9507,33,45,11,79
18.9724,33,45,11,79
18.9867,34,46,11,78
19.0022,34,46,11,78
19.0158,34,46,11,78
19.0334,30,46,12,79
19.0493,30,46,12,79
19.0647,34,46,11,79
19.0782,34,46,11,78
19.0952,34,46,11,78
19.1095,33,45,11,79
19.1228,33,45,11,79
19.1404,33,45,11,79
19.1533,34,46,12,78
19.1710,34,46,12,78
19.1854,34,46,12,78
19.2004,31,46,11,79
19.2143,31,46,11,79
19.2343,31,46,11,79
19.2516,34,45,11,78
19.2652,34,45,11,78
19.2833,34,45,11,78
19.2970,34,46,11,78
19.3162,34,46,11,78
19.3292,33,45,11,79
19.3445,33,45,11,79
19.3591,33,45,11,79
19.3752,31,45,11,79
19.3912,31,45,11,79
19.4062,31,45,11,79
19.4201,33,45,11,79
19.4367,33,45,11,79
19.4501,33,45,11,79
19.4639,33,45,12,79
19.4783,33,45,12,79
19.4926,33,45,12,79
19.5063,33,45,12,79
19.5212,33,45,12,79
19.5358,33,45,12,79
19.5502,33,45,12,79
19.5649,34,40,10,73
19.5786,34,40,10,73
19.5941,34,40,10,73
19.6088,31,21,4,50
19.6249,31,21,4,50
19.6412,30,21,6,51
19.6585,30,21,6,51
19.6727,30,21,6,51
19.6930,31,20,6,51
19.7123,31,20,6,51
19.7251,31,20,6,51
19.7447,30,21,4,50
19.7581,30,21,4,50
19.7742,30,21,6,51
19.7902,30,21,6,51
19.8054,30,21,6,51
19.8216,31,20,6,50
19.8452,31,20,6,50
19.8676,30,20,6,51
19.8831,30,20,6,51
19.9036,30,20,6,51
19.9220,31,20,6,51
19.9373,31,20,6,51
19.9542,31,21,4,50
19.9701,31,21,4,50
19.9846,31,21,4,50
19.9975,31,20,4,50
20.0135,31,20,4,50
20.0274,31,20,4,50
20.0446,30,21,4,50
20.0582,30,21,4,50
20.0766,30,21,4,50
20.0900,30,20,6,51
20.1046,30,20,6,51
20.1182,30,20,6,51
20.1354,30,21,6,51
20.1476,30,21,6,51
20.1652,30,21,6,51
20.1782,30,21,4,50
20.1953,30,21,4,50
20.2082,30,21,4,50
20.2253,30,20,6,50
20.2397,30,20,6,50
20.2541,30,20,6,50
20.2662,31,21,4,53
20.2853,31,21,4,53
20.2987,31,21,4,53
20.3155,31,20,6,50
20.3313,31,20,6,50
20.3451,31,20,6,50
20.3593,31,21,4,53
20.3738,31,21,4,53
20.3900,31,21,4,53
20.4050,31,20,6,50
20.4193,31,20,6,50
20.4351,31,20,6,50
20.4493,30,21,6,54
20.4654,30,21,6,54
20.4791,30,21,6,54
20.4947,31,21,4,50
20.5085,31,21,4,50
20.5248,31,21,4,50
20.5383,31,20,6,50
20.5546,31,20,6,50
20.5695,30,20,6,50
20.5852,30,21,4,50
20.5981,30,21,4,50
20.6152,30,21,4,50
20.6292,30,21,6,51
20.6466,30,21,6,51
20.6616,31,20,6,51
20.6796,31,20,6,51
20.7019,31,20,6,51
20.7156,31,21,4,50
20.7372,31,21,4,50
20.7509,31,20,4,50
20.7686,31,20,4,50
20.7845,31,20,4,50
20.8048,30,21,4,50
20.8246,30,21,4,50
20.8447,31,20,6,54
20.8632,31,20,6,54
20.8789,31,20,6,54
20.8967,30,21,4,50
20.9134,30,21,4,50
20.9361,30,21,6,51
20.9587,30,21,6,51
20.9725,31,20,6,50
20.9880,31,20,6,50
21.0024,31,20,6,50
21.0162,31,20,6,51
21.0314,31,20,6,51
21.0456,31,20,6,51
21.0591,30,21,6,51
21.0745,30,21,6,51
21.0881,30,21,6,51
21.1050,31,20,6,50
21.1201,31,20,6,50
21.1347,31,20,6,50
21.1498,30,20,6,51
21.1647,30,20,6,51
21.1785,30,20,6,51
21.1945,30,21,6,51
21.2075,30,21,6,51
21.2242,30,21,6,51
21.2424,30,21,4,50
21.2560,30,21,4,50
21.2709,30,21,4,50
21.2837,30,20,6,50
21.3020,30,20,6,50
21.3174,30,20,6,50
21.3334,30,21,4,50
21.3471,30,21,4,50
21.3647,30,21,4,50
21.3785,30,21,6,51
21.3946,30,21,6,51
21.4083,30,21,6,51
21.4254,30,21,4,50
21.4461,30,21,4,50
21.4621,30,21,6,51
21.4757,30,21,6,51
21.4947,30,21,6,51
21.5082,31,20,6,50
21.5260,31,20,6,50
21.5394,31,20,6,50
21.5536,30,20,6,54
21.5687,30,20,6,54
21.5845,30,20,6,54
21.5984,4,76,91,149
21.6134,4,76,91,149
21.6276,4,76,91,149
21.6459,4,76,92,149
21.6594,4,76,92,149
21.6767,4,75,92,149
21.6960,4,75,92,149
21.7112,4,75,92,149
21.7257,4,78,92,149
21.7467,4,78,92,149
21.7620,4,78,92,149
21.7768,3,75,91,148
21.7940,3,75,91,148
21.8114,3,75,91,148
21.8258,3,76,91,148
21.8512,3,76,91,148
21.8715,3,75,91,148
21.8854,3,75,91,148
21.9057,4,76,92,148
21.9183,4,76,92,148
21.9353,4,76,92,148
21.9515,4,76,91,148
21.9653,4,76,91,148
21.9792,4,76,91,148
21.9958,3,76,92,149
22.0096,3,76,92,149
22.0255,3,76,92,149
22.0393,3,75,91,149
22.0528,3,75,91,149
22.0717,3,75,91,149
22.0844,3,76,92,148
22.0992,3,76,92,148
22.1127,3,76,92,148
22.1288,4,79,92,148
22.1428,4,79,92,148
22.1576,4,79,92,148
22.1712,3,75,91,148
22.1852,3,75,91,148
22.1992,3,75,91,148
22.2152,4,76,92,148
22.2288,4,76,92,148
22.2456,4,76,92,148
22.2576,4,76,91,148
22.2761,4,76,91,148
22.2893,4,76,91,148
22.3035,4,76,92,149
22.3200,4,76,92,149
22.3351,4,76,92,149
22.3503,4,76,91,148
22.3644,4,76,91,148
22.3786,4,76,91,148
22.3957,3,75,92,148
22.4087,3,75,92,148
22.4234,3,75,92,148
22.4425,4,76,92,148
22.4574,4,76,92,148
22.4710,4,76,92,148
22.4853,3,75,91,148
22.4987,3,75,91,148
22.5150,3,75,91,148
22.5286,4,76,92,149
22.5450,4,76,92,149
22.5574,4,76,92,149
22.5830,3,76,91,149
22.5960,3,76,91,149
22.6144,4,76,92,149
22.6281,4,76,92,149
22.6466,4,76,92,149
22.6608,3,76,91,149
22.6766,3,76,91,149
22.6952,3,76,91,149
22.7113,4,76,92,149
22.7247,4,76,92,149
22.7501,3,76,91,149
22.7654,3,76,91,149
22.7817,3,76,91,149
22.8019,4,76,92,149
22.8216,4,76,92,149
22.8426,3,76,91,149
22.8595,3,76,91,149
22.8756,3,75,91,149
22.8920,3,75,91,148
22.9061,3,75,91,148
22.9244,4,75,92,148
22.9415,4,75,92,148
22.9574,4,75,92,148
22.9707,3,76,91,148
22.9862,3,76,91,148
22.9986,3,76,91,148
23.0153,3,75,91,148
23.0294,3,75,91,148
23.0448,3,75,91,148
23.0586,3,76,92,149
23.0750,3,76,92,149
23.0883,3,76,92,149
23.1054,3,76,91,148
23.1210,3,76,91,148
23.1355,3,76,91,148
23.1498,4,76,92,148
23.1645,4,76,92,148
23.1784,4,76,92,148
23.1948,3,76,92,148
23.2080,3,76,92,148
23.2258,3,76,92,148
23.2420,3,75,92,148
23.2554,3,75,92,148
23.2704,3,75,92,148
23.2846,4,76,92,148
23.2983,4,76,92,148
23.3152,4,76,92,148
23.3314,3,76,92,148
23.3444,3,76,92,148
23.3582,3,76,92,148
23.3747,4,76,92,149
23.3880,4,76,92,149
23.4046,4,76,92,149
23.4193,3,76,91,149
23.4355,3,76,91,149
23.4489,3,76,91,149
23.4635,4,76,92,149
23.4769,4,76,92,149
23.4946,4,76,92,149
23.5077,3,75,91,149
23.5235,3,75,91,149
23.5376,3,75,91,149
23.5547,4,76,92,149
23.5690,4,76,92,149
23.5855,4,76,92,149
23.5998,29,29,77,122
23.6145,29,29,77,122
23.6276,33,19,76,113
23.6467,33,19,76,113
23.6617,33,19,76,113
23.6784,33,19,75,114
23.6955,33,19,75,114
23.7121,33,19,75,114
23.7265,34,19,75,114
23.7457,34,19,75,114
23.7593,34,19,75,114
23.7740,34,19,76,114
23.7943,34,19,76,114
23.8105,34,18,76,114
23.8254,34,18,76,114
23.8496,34,18,76,114
23.8660,33,18,76,114
23.8854,33,18,76,114
23.8974,33,19,76,114
23.9145,33,19,76,114
23.9328,33,19,76,114
23.9499,33,18,76,114
23.9718,33,18,76,114
23.9872,33,19,75,114
24.0044,33,19,75,114
24.0191,33,19,75,114
24.0338,34,19,75,114
24.0464,34,19,75,114
24.0646,34,19,75,114
24.0785,34,19,76,114
24.0946,34,19,76,114
24.1092,34,19,76,114
24.1257,34,18,76,114
24.1395,34,18,76,114
24.1525,34,18,76,114
24.1697,33,18,76,114
24.1833,33,18,76,114
24.2015,33,18,76,114
24.2146,34,18,75,114
24.2344,34,18,75,114
24.2475,34,18,75,114
24.2645,33,19,75,114
24.2781,33,19,75,114
24.2948,33,19,75,114
24.3083,34,19,75,114
24.3245,34,19,75,114
24.3382,34,19,75,114
24.3535,34,19,76,114
24.3682,34,19,76,114
24.3844,33,19,75,114
24.3986,33,19,75,114
24.4149,33,19,75,114
24.4289,33,18,75,114
24.4473,33,18,75,114
24.4605,33,18,75,114
24.4765,33,18,75,113
24.4906,33,18,75,113
24.5044,33,18,75,113
24.5192,34,19,75,114
24.5336,34,19,75,114
24.5483,34,19,75,114
24.5646,34,19,75,114
24.5791,34,19,75,114
24.5940,34,19,75,114
24.6078,34,18,76,113
24.6246,34,18,76,113
24.6374,34,18,76,113
24.6538,33,19,76,114
24.6693,33,19,76,114
24.6854,33,19,76,114
24.7006,34,19,75,113
24.7158,34,19,75,113
24.7361,34,19,75,113
24.7518,34,19,75,114
24.7655,34,19,75,114
24.7847,33,18,76,113
24.7993,33,18,76,113
24.8157,33,18,76,113
24.8288,34,19,76,113
24.8573,34,19,76,113
24.8764,34,19,75,114
24.8948,34,19,75,114
24.9130,34,19,75,114
24.9253,34,19,76,114
24.9440,34,19,76,114
24.9613,34,18,76,114
24.9764,34,18,76,114
24.9918,34,18,76,114
25.0064,33,18,76,114
25.0237,33,18,76,114
25.0383,33,18,76,114
25.0550,33,19,76,114
25.0686,33,19,76,114
25.0843,33,19,76,114
25.0977,33,18,76,114
25.1148,33,18,76,114
25.1281,33,18,76,114
25.1447,33,19,75,114
25.1586,33,19,75,114
25.1748,33,19,75,114
25.1887,33,19,75,114
25.2046,33,19,75,114
25.2179,33,19,75,114
25.2362,33,18,75,114
25.2497,33,18,75,114
25.2632,33,18,75,114
25.2775,33,19,75,114
25.2947,33,19,75,114
25.3090,33,19,75,114
25.3243,34,19,76,113
25.3385,34,19,76,113
25.3561,34,19,76,113
25.3696,34,18,76,114
25.3827,34,18,76,114
25.4002,34,18,76,114
25.4136,33,19,75,114
25.4262,33,19,75,114
25.4435,33,19,75,114
25.4568,33,18,75,114
25.4711,33,18,75,114
25.4845,33,18,75,114
25.4977,33,18,75,113
25.5135,33,18,75,113
25.5275,33,18,75,113
25.5445,34,19,75,114
25.5583,34,19,75,114
25.5815,34,19,75,114
25.5948,24,16,75,107
25.6097,24,16,75,107
25.6262,19,15,75,98
25.6488,19,15,75,98
25.6636,19,15,75,98
25.6817,18,16,76,98
25.7018,18,16,76,98
25.7194,19,15,75,99
25.7353,19,15,75,99
25.7499,19,15,75,99
25.7656,18,16,76,99
25.7821,18,16,76,99
25.8027,18,16,76,99
25.8172,18,16,76,102
25.8338,18,16,76,102
25.8557,19,15,75,99
25.8723,19,15,75,99
25.8855,19,15,75,99
25.9041,18,16,75,99
25.9197,18,16,75,99
25.9335,18,16,75,99
25.9502,19,16,76,99
25.9641,19,16,76,99
25.9830,19,15,75,98
26.0018,19,15,75,98
26.0154,19,15,75,98
26.0335,15,15,75,98
26.0492,15,15,75,98
26.0641,15,15,75,98
26.0789,18,16,75,98
26.0939,18,16,75,98
26.1086,18,16,75,98
26.1233,15,15,75,99
26.1376,15,15,75,99
26.1528,15,15,75,99
26.1695,19,16,76,99
26.1831,19,16,76,99
26.1968,19,16,76,99
26.2105,16,16,76,98
26.2255,16,16,76,98
26.2388,16,16,76,98
26.2521,18,16,76,98
26.2677,18,16,76,98
26.2827,18,16,76,98
26.3007,18,16,76,99
26.3144,18,16,76,99
26.3315,18,16,76,99
26.3453,16,16,76,98
26.3617,16,16,76,98
26.3765,19,16,76,98
26.3946,19,16,76,98
26.4081,19,16,76,98
26.4239,18,16,76,99
26.4427,18,16,76,99
26.4564,18,16,76,99
26.4703,19,15,75,99
26.4837,19,15,75,99
26.5005,19,15,75,99
26.5124,19,15,75,99
26.5263,19,16,76,99
26.5402,19,16,76,99
26.5542,19,16,76,99
26.5693,19,16,76,98
26.5844,19,16,76,98
26.5981,19,16,76,98
26.6146,15,16,76,99
26.6288,15,16,76,99
26.6464,18,16,76,99
26.6597,18,16,76,98
26.6742,18,16,76,98
26.6922,19,15,75,99
26.7103,19,15,75,99
26.7248,19,15,75,99
26.7463,18,15,75,98
26.7596,18,15,75,98
26.7745,15,15,75,98
26.7953,15,15,75,98
26.8128,15,15,75,98
26.8264,16,16,76,99
26.8465,16,16,76,99
26.8661,19,15,76,98
26.8848,19,15,76,98
26.9012,19,15,76,98
26.9166,19,16,76,99
26.9343,19,16,76,99
26.9530,19,16,76,99
26.9725,19,15,75,98
26.9862,19,15,75,98
27.0017,18,16,75,99
27.0172,18,16,75,99
27.0343,18,16,75,99
27.0484,18,15,75,99
27.0635,18,15,75,99
27.0771,18,15,75,99
27.0943,19,15,75,98
27.1077,19,15,75,98
27.1233,19,15,75,98
27.1360,18,15,75,99
27.1516,18,15,75,99
27.1667,18,15,75,99
27.1835,16,15,75,98
27.1995,16,15,75,98
27.2143,16,15,75,98
27.2273,19,15,75,99
27.2432,19,15,75,99
27.2568,19,15,75,99
27.2757,19,15,75,99
27.2893,19,15,75,99
27.3035,19,15,75,99
27.3229,18,15,75,98
27.3394,18,15,75,98
27.3532,15,15,75,98
27.3696,15,15,75,98
27.3829,15,15,75,98
27.3966,15,15,75,98
27.4096,18,16,76,98
27.4238,18,16,76,98
27.4407,18,16,76,98
27.4553,18,16,75,99
27.4702,18,16,75,99
27.4840,18,16,75,99
27.4978,18,15,75,102
27.5145,18,15,75,102
27.5277,18,15,75,102
27.5447,19,15,75,99
27.5580,19,15,75,99
27.5830,16,31,57,94
27.6011,16,31,57,94
27.6152,16,31,57,94
27.6330,14,63,17,78
27.6477,14,63,17,78
27.6648,14,64,15,78
27.6797,14,64,15,78
27.6962,14,64,15,78
27.7105,14,64,15,78
27.7252,14,64,15,78
27.7445,14,64,15,78
27.7601,13,63,15,78
27.7740,13,63,15,78
27.7924,13,63,15,78
27.8054,13,63,17,78
27.8213,13,63,17,78
27.8431,14,64,17,79
27.8638,14,64,17,79
27.8775,14,64,17,79
27.8939,14,63,17,78
27.9146,14,63,17,78
27.9356,14,64,15,79
27.9507,14,64,15,79
27.9685,14,64,15,79
27.9830,13,63,15,79
27.9974,13,63,15,79
28.0110,13,63,15,79
28.0250,14,64,15,78
28.0416,14,64,15,78
28.0552,14,64,15,78
28.0686,13,63,15,78
28.0839,13,63,15,78
28.0961,13,63,15,78
28.1136,14,64,15,78
28.1265,14,64,15,78
28.1434,14,64,15,78
28.1573,13,64,17,78
28.1707,13,64,17,78
28.1859,13,64,17,78
28.1995,14,63,17,80
28.2137,14,63,17,80
28.2271,14,63,17,80
28.2446,13,64,15,78
28.2603,13,64,15,78
28.2741,13,64,15,78
28.2870,14,64,15,78
28.3031,14,64,15,78
28.3170,14,64,15,78
28.3316,13,63,17,78
28.3474,13,63,17,78
28.3607,13,63,17,78
28.3758,13,63,17,78
28.3874,13,63,15,79
28.4029,13,63,15,79
28.4195,13,63,15,78
28.4353,13,63,15,78
28.4495,13,63,15,78
28.4631,14,63,15,78
28.4769,14,64,15,78
28.4943,14,64,15,78
28.5083,13,64,17,78
28.5232,13,64,17,78
28.5370,13,64,17,78
28.5543,14,63,17,78
28.5685,14,63,17,78
28.5836,14,63,17,78
28.5981,13,63,17,78
28.6143,13,63,17,78
28.6287,13,63,17,78
28.6464,13,63,15,79
28.6617,13,63,15,79
28.6756,13,63,15,79
28.6911,13,63,15,81
28.7086,13,63,15,81
28.7234,13,63,15,81
28.7411,14,64,15,78
28.7623,14,64,15,78
28.7773,14,64,15,80
28.7952,14,64,15,80
28.8081,14,64,15,80
28.8248,14,64,15,78
28.8526,14,64,15,78
28.8719,14,63,17,78
28.8888,14,63,17,78
28.9032,14,63,17,78
28.9191,13,63,17,78
28.9332,13,63,17,78
28.9528,14,63,15,79
28.9716,14,63,15,79
28.9851,14,63,15,79
29.0014,13,63,17,81
29.0152,13,63,17,81
29.0347,13,63,17,81
29.0488,13,64,15,79
29.0647,13,64,15,79
29.0780,13,64,15,79
29.0946,14,64,17,78
29.1095,14,64,17,78
29.1246,14,64,17,78
29.1380,14,63,17,78
29.1545,14,63,17,78
29.1674,14,63,17,78
29.1838,14,64,15,79
29.1977,14,64,15,79
29.2155,14,64,15,79
29.2286,14,64,17,80
29.2453,14,64,17,80
29.2590,13,64,17,80
29.2744,13,64,15,78
29.2875,13,64,15,78
29.3040,13,64,15,78
29.3188,13,64,15,81
29.3353,13,64,15,81
29.3485,13,64,15,81
29.3652,13,64,15,78
29.3785,13,64,15,78
29.3942,13,63,17,78
29.4085,13,63,17,78
29.4238,13,63,17,78
29.4370,13,63,17,78
29.4550,13,63,17,78
29.4686,13,63,17,78
29.4857,13,63,17,78
29.4998,13,63,17,78
29.5143,13,63,17,78
29.5287,14,63,15,78
29.5437,14,63,15,78
29.5594,14,63,15,78
29.5828,13,64,15,78
29.6027,13,64,15,78
29.6161,33,79,88,175
29.6364,33,79,88,175
29.6514,33,79,88,175
29.6661,34,79,89,177
29.6822,34,79,89,177
29.6973,34,79,89,177
29.7118,33,78,89,177
29.7275,33,78,89,177
29.7450,33,78,89,177
29.7598,34,79,89,177
29.7750,34,79,89,177
29.7937,34,78,89,175
29.8097,34,78,89,175
29.8250,34,78,89,175
29.8422,33,78,89,177
29.8580,33,78,89,177
29.8756,33,78,89,177
29.8933,33,79,89,177
29.9131,33,79,89,177
29.9291,33,78,89,175
29.9457,33,78,89,175
29.9610,33,78,89,175
29.9758,34,78,88,175
29.9917,34,78,88,175
30.0047,34,78,88,175
30.0192,33,78,87,175
30.0326,33,78,87,175
30.0508,33,78,87,175
30.0657,34,79,89,177
30.0825,34,79,89,177
30.0958,34,79,89,177
30.1126,34,79,87,177
30.1266,34,79,87,177
30.1442,34,79,87,177
30.1577,34,79,89,177
30.1748,34,79,89,177
30.1890,34,79,89,177
30.2042,33,79,89,177
30.2177,33,79,89,177
30.2368,33,79,89,177
30.2490,33,78,89,175
30.2644,33,78,89,175
30.2791,33,78,89,175
30.2944,33,79,89,177
30.3100,33,79,89,177
30.3243,33,78,89,177
30.3388,33,78,89,177
30.3544,33,78,89,177
30.3688,34,79,87,175
30.3843,34,79,87,175
30.3990,34,79,87,175
30.4149,33,78,87,175
30.4330,33,78,87,175
30.4490,33,78,87,175
30.4637,34,79,87,177
30.4837,34,79,87,177
30.5010,34,79,87,177
30.5153,33,78,89,175
30.5338,33,78,89,175
30.5501,34,79,89,177
30.5642,34,79,89,177
30.5782,34,79,89,177
30.5928,34,79,89,177
30.6075,34,79,89,177
30.6241,34,79,89,177
30.6401,33,78,87,177
30.6565,33,78,87,177
30.6701,33,78,87,177
30.6851,34,79,86,175
30.7013,34,79,86,175
30.7187,34,79,86,175
30.7368,34,78,87,177
30.7525,34,78,87,177
30.7741,34,78,89,175
30.7892,34,78,89,175
30.8052,34,78,89,175
30.8202,33,78,88,177
30.8426,33,78,88,177
30.8622,34,79,87,177
30.8777,34,79,87,177
30.8947,34,79,87,177
30.9101,33,78,89,175
30.9257,33,78,89,175
30.9400,33,78,89,175
30.9541,34,79,87,177
30.9671,34,79,87,177
30.9845,34,79,87,177
30.9984,33,79,88,175
31.0148,33,79,88,175
31.0282,33,79,88,175
31.0447,34,78,89,175
31.0583,34,78,89,175
31.0748,34,78,89,175
31.0886,33,78,86,177
31.1045,33,78,86,177
31.1194,33,78,86,177
31.1335,34,78,86,177
31.1461,34,78,86,177
31.1643,34,78,86,177
31.1776,33,78,88,175
31.1957,33,78,88,175
31.2096,33,78,88,175
31.2243,34,79,89,177
31.2394,34,79,89,177
31.2548,34,79,89,177
31.2694,34,79,87,177
31.2843,34,79,87,177
31.2978,34,79,87,177
31.3136,33,79,89,177
31.3260,33,79,89,177
31.3444,33,79,89,177
31.3580,34,79,86,174
31.3735,34,79,86,174
31.3874,34,78,89,175
31.4044,34,78,89,175
31.4178,34,78,89,175
31.4353,33,78,88,177
31.4503,33,78,88,177
31.4656,33,78,88,177
31.4791,34,78,87,174
31.4951,34,78,87,174
31.5092,34,78,87,174
31.5241,34,79,86,173
31.5405,34,79,86,173
31.5546,34,79,86,173
31.5684,34,79,87,173
31.5847,34,79,87,173
31.5978,34,79,87,173
31.6158,30,15,15,58
31.6317,30,15,15,58
31.6475,30,15,15,58
31.6601,30,4,1,34
31.6743,30,4,1,34
31.6905,30,4,1,34
31.7078,31,3,1,33
31.7236,31,3,1,33
31.7428,31,3,1,33
31.7619,30,4,1,34
31.7755,30,4,1,34
31.7925,30,3,0,34
31.8087,30,3,0,34
31.8244,30,3,0,34
31.8450,31,4,0,34
31.8664,31,4,0,34
31.8833,31,3,0,34
31.8976,31,3,0,34
31.9181,31,3,0,34
31.9338,31,3,0,34
31.9503,31,3,0,34
31.9627,31,3,0,34
31.9794,31,3,0,34
31.9953,31,3,0,34
32.0103,31,3,0,34
32.0236,31,3,0,34
32.0431,31,3,0,34
32.0575,31,3,0,34
32.0761,31,3,0,34
32.0897,31,3,0,34
32.1027,31,3,1,33
32.1205,31,3,1,33
32.1337,31,3,1,33
32.1512,31,3,1,34
32.1647,31,3,1,34
32.1811,31,3,1,34
32.1972,31,4,1,33
32.2144,31,4,1,33
32.2275,31,4,1,33
32.2436,30,3,0,34
32.2577,30,3,0,34
32.2742,31,4,0,34
32.2911,31,4,0,34
32.3074,31,4,0,34
32.3223,31,4,0,34
32.3376,31,4,0,34
32.3508,31,4,0,34
32.3652,31,4,0,34
32.3772,30,4,1,34
32.3940,30,4,1,34
32.4084,30,4,1,34
32.4236,30,4,1,34
32.4415,30,4,1,34
32.4550,31,3,1,33
32.4682,31,3,1,33
32.4844,31,3,1,33
32.4982,30,4,1,33
32.5118,30,4,1,33
32.5282,30,4,1,33
32.5432,30,4,1,33
32.5596,30,4,1,33
32.5824,30,4,1,33
32.5958,30,3,1,34
32.6121,30,3,1,34
32.6244,30,3,1,34
32.6418,31,3,1,33
32.6557,31,3,1,33
32.6749,30,3,1,34
32.6927,30,3,1,34
32.7070,30,3,1,34
32.7195,30,3,1,34
32.7358,31,4,0,34
32.7535,31,4,0,34
32.7697,30,4,1,34
32.7843,30,4,1,34
32.8012,30,4,1,34
32.8227,30,3,1,34
32.8434,30,3,1,34
32.8655,31,4,1,34
32.8831,31,4,1,34
32.8981,31,3,0,34
32.9146,31,3,0,34
32.9291,31,3,0,34
32.9467,31,3,0,34
32.9615,31,3,0,34
32.9762,31,3,0,34
32.9891,31,3,0,34
33.0042,31,3,0,34
33.0176,31,3,0,34
33.0336,31,3,0,34
33.0479,31,3,0,34
33.0643,31,3,0,34
33.0776,31,3,0,34
33.0937,31,3,0,34
33.1069,31,3,0,34
33.1241,31,3,0,34
33.1384,31,3,0,34
33.1529,31,3,0,34
33.1652,31,3,0,34
33.1824,31,3,0,34
33.1954,31,3,0,34
33.2130,31,3,0,34
33.2267,31,3,0,34
33.2454,31,3,0,34
33.2587,31,3,0,34
33.2729,31,3,0,34
33.2900,31,3,0,34
33.3040,31,3,0,34
33.3177,31,3,0,34
33.3354,31,3,0,34
33.3485,31,3,0,34
33.3648,31,3,0,34
33.3788,31,3,0,34
33.3941,31,3,0,34
33.4100,31,3,0,34
33.4247,31,3,0,34
33.4400,31,3,0,34
33.4538,31,3,0,34
33.4688,31,3,0,34
33.4846,31,4,1,33
33.4980,31,4,1,33
33.5131,31,4,1,33
33.5254,31,4,1,34
33.5411,31,4,1,34
33.5547,31,4,1,34
33.5713,31,3,0,34
33.5836,31,3,0,34
33.6009,31,3,0,34
33.6146,14,38,9,54
33.6357,14,38,9,54
33.6515,0,64,15,68
33.6666,0,64,15,68
33.6841,0,64,15,68
33.7032,1,63,15,68
33.7211,1,63,15,68
33.7335,1,63,15,68
33.7547,1,63,15,69
33.7690,1,63,15,69
33.7873,1,64,15,69
33.8035,1,64,15,69
33.8210,1,64,15,69
33.8397,0,64,15,69
33.8675,0,64,15,68
33.8902,0,64,15,68
33.9071,0,64,15,68
33.9245,0,64,15,68
33.9395,0,64,15,68
33.9549,0,64,15,68
33.9680,1,63,17,68
