t_s,rojo,verde,azul,claro
1.9560,1,41,7,44
1.9757,1,41,7,44
1.9953,1,40,7,45
2.0127,1,40,7,45
2.0268,1,40,7,45
2.0405,0,41,8,43
2.0556,0,41,8,43
2.0703,0,41,8,43
2.0860,1,43,7,46
2.0991,1,43,7,46
2.1180,1,43,7,46
2.1318,1,40,7,43
2.1459,1,40,7,43
2.1590,1,40,7,43
2.1761,1,41,7,46
2.1894,1,41,7,46
2.2060,1,41,7,46
2.2190,0,41,7,44
2.2361,0,41,7,44
2.2491,0,41,8,44
2.2676,0,41,8,44
2.2811,0,41,8,44
2.2961,1,41,8,43
2.3117,1,41,8,43
2.3263,1,41,8,43
2.3392,0,41,8,43
2.3572,0,41,8,43
2.3707,0,41,8,43
2.3874,0,41,7,43
2.4012,0,41,7,43
2.4153,0,41,7,43
2.4302,0,41,7,43
2.4461,0,41,7,43
2.4591,0,41,7,43
2.4753,1,41,8,45
2.4899,1,41,8,45
2.5066,1,41,8,45
2.5199,1,41,7,46
2.5378,1,41,7,46
2.5536,1,41,7,46
2.5674,1,40,7,43
2.5810,1,40,7,43
2.5967,1,40,7,43
2.6099,1,40,8,45
2.6259,1,40,8,45
2.6390,1,40,8,45
2.6556,1,40,8,43
2.6699,1,40,8,43
2.6873,1,40,8,43
2.7037,0,41,7,43
2.7213,0,41,7,43
2.7373,0,41,7,43
2.7517,0,41,8,46
2.7661,0,41,8,46
2.7829,0,41,8,46
2.8000,0,41,8,43
2.8175,0,41,8,43
2.8325,1,41,7,46
2.8525,1,41,7,46
2.8676,1,41,7,46
2.8848,0,41,7,44
2.9073,0,41,7,44
2.9284,0,41,8,44
2.9470,0,41,8,44
2.9621,0,41,7,43
2.9853,0,41,7,43
3.0034,0,41,7,43
3.0183,1,40,7,43
3.0357,1,40,7,43
3.0480,1,40,7,43
3.0633,1,40,7,43
3.0771,1,40,7,43
3.0928,1,41,7,46
3.1103,1,41,7,46
3.1259,1,41,7,46
3.1396,0,41,7,44
3.1554,0,41,7,44
3.1705,0,41,7,44
3.1860,0,41,8,45
3.1993,0,41,8,45
3.2165,0,41,8,45
3.2306,1,40,7,43
3.2491,1,40,7,43
3.2628,1,40,7,43
3.2782,1,40,7,46
3.2953,1,40,7,46
3.3106,1,40,7,46
3.3242,1,40,7,43
3.3406,1,40,7,43
3.3553,1,40,7,43
3.3704,1,40,7,43
3.3864,1,40,7,43
3.4045,1,40,7,43
3.4228,1,40,8,45
3.4369,1,40,8,45
3.4531,1,40,8,44
3.4655,1,40,8,44
3.4828,1,40,8,44
3.4966,1,41,8,43
3.5131,1,41,8,43
3.5257,1,41,8,43
3.5469,0,41,8,45
3.5606,0,41,8,45
3.5747,0,41,8,45
3.5892,1,40,7,43
3.6063,1,40,7,43
3.6192,1,40,7,43
3.6348,1,43,7,46
3.6486,1,43,7,46
3.6727,0,41,7,46
3.6862,0,41,7,43
3.7051,0,41,7,43
3.7251,0,14,34,43
3.7387,0,14,34,43
3.7555,0,14,34,43
3.7701,0,9,38,44
3.7865,0,9,38,44
3.8010,0,9,38,44
3.8182,0,9,38,44
3.8332,0,9,38,44
3.8506,0,9,35,44
3.8658,0,9,35,44
3.8836,0,9,35,44
3.9032,0,9,38,43
3.9223,0,9,38,43
3.9416,1,9,38,43
3.9564,1,9,38,43
3.9703,1,9,38,43
3.9850,0,9,35,44
4.0038,0,9,35,44
4.0202,0,9,35,44
4.0359,1,9,35,44
4.0513,1,9,35,44
4.0661,1,9,35,44
4.0812,0,9,36,43
4.0960,0,9,36,43
4.1096,0,9,36,43
4.1262,1,9,38,43
4.1385,1,9,38,43
4.1522,1,9,38,43
4.1676,1,8,35,44
4.1811,1,8,35,44
4.1962,1,8,35,44
4.2112,1,8,38,44
4.2270,1,8,38,44
4.2408,1,8,38,44
4.2561,1,8,39,44
4.2696,1,8,39,44
4.2864,1,8,39,44
4.3009,1,8,38,44
4.3167,1,8,38,44
4.3299,1,8,38,44
4.3483,0,9,35,44
4.3618,0,9,35,44
4.3775,0,9,35,44
4.3901,1,8,38,44
4.4063,1,8,38,44
4.4194,1,8,38,44
4.4371,0,9,38,44
4.4522,0,9,38,44
4.4682,0,9,38,44
4.4818,0,9,38,43
4.4962,0,9,38,43
4.5118,0,9,38,43
4.5263,0,9,38,43
4.5396,0,9,38,43
4.5562,0,9,38,43
4.5705,0,9,39,43
4.5861,0,9,39,43
4.5992,0,9,39,43
4.6159,1,8,39,44
4.6309,1,8,39,44
4.6466,0,9,39,44
4.6602,0,9,39,44
4.6757,0,9,39,44
4.6889,1,8,35,44
4.7067,1,8,35,44
4.7191,1,8,35,44
4.7362,1,8,39,44
4.7560,1,8,39,44
4.7718,1,8,39,44
4.7872,1,8,38,44
4.8082,1,8,38,44
4.8230,1,8,38,44
4.8370,0,9,38,44
4.8542,0,9,38,44
4.8727,0,9,35,43
4.8853,0,9,35,43
4.9083,0,9,35,44
4.9330,0,9,35,44
4.9530,0,9,35,44
4.9683,1,8,35,44
4.9863,1,8,35,44
5.0016,1,8,38,44
5.0159,1,8,38,44
5.0301,1,8,38,44
5.0464,0,9,38,44
5.0603,0,9,38,44
5.0781,0,9,38,44
5.0911,0,9,35,43
5.1077,0,9,35,43
5.1212,0,9,35,43
5.1359,0,9,38,44
5.1511,0,9,38,44
5.1676,0,9,38,44
5.1837,0,9,38,44
5.1976,0,9,38,44
5.2110,0,9,38,44
5.2251,1,9,38,43
5.2387,1,9,38,43
5.2559,1,9,38,43
5.2698,0,9,38,43
5.2850,0,9,38,43
5.2974,0,9,38,43
5.3157,1,9,38,43
5.3288,1,9,38,43
5.3462,1,9,38,43
5.3598,1,8,38,44
5.3772,1,8,38,44
5.3941,1,8,38,44
5.4141,0,9,36,44
5.4258,0,9,36,44
5.4389,0,9,36,44
5.4557,1,8,39,44
5.4688,1,8,39,44
5.4850,1,8,39,44
5.4978,0,9,36,44
5.5133,0,9,36,44
5.5278,0,9,36,44
5.5455,0,9,35,43
5.5596,0,9,35,43
5.5758,0,9,35,43
5.5894,0,9,38,43
5.6061,0,9,38,43
5.6196,1,8,38,44
5.6369,1,8,38,44
5.6500,1,8,38,44
5.6752,1,8,38,44
5.6951,1,8,38,44
5.7099,11,15,18,41
5.7254,11,15,18,41
5.7382,11,15,18,41
5.7576,19,24,6,41
5.7722,19,24,6,41
5.7866,19,24,6,41
5.8059,18,23,6,40
5.8225,18,23,6,40
5.8376,18,23,6,40
5.8557,19,23,4,40
5.8713,19,23,4,40
5.8891,19,24,6,41
5.9053,19,24,6,41
5.9292,19,24,6,41
5.9466,19,23,6,40
5.9620,19,23,6,40
5.9830,19,23,6,40
5.9987,19,23,6,40
6.0149,19,23,6,40
6.0271,18,23,4,40
6.0431,18,23,4,40
6.0593,18,23,4,40
6.0757,18,24,6,41
6.0912,18,24,6,41
6.1069,18,24,6,41
6.1206,19,24,6,41
6.1373,19,24,6,41
6.1518,19,24,6,41
6.1661,19,24,4,40
6.1830,19,24,4,40
6.1971,19,24,4,40
6.2105,19,24,6,41
6.2246,19,24,6,41
6.2390,19,23,6,41
6.2563,19,23,6,41
6.2694,19,23,6,41
6.2849,18,23,4,40
6.3019,18,23,4,40
6.3163,18,23,4,40
6.3293,19,23,6,40
6.3463,19,23,6,40
6.3601,19,23,6,40
6.3763,19,23,6,41
6.3899,19,23,6,41
6.4065,19,23,6,41
6.4190,18,23,6,41
6.4371,18,23,6,41
6.4505,18,23,6,41
6.4645,19,23,4,40
6.4789,19,23,4,40
6.4962,19,23,4,40
6.5099,19,24,4,40
6.5252,19,24,4,40
6.5387,19,24,4,40
6.5570,18,24,6,41
6.5702,18,24,6,41
6.5852,18,24,6,41
6.6013,19,23,6,40
6.6161,19,23,6,40
6.6292,19,23,6,40
6.6460,19,23,6,40
6.6607,19,23,6,40
6.6774,19,23,6,40
6.6912,18,23,6,41
6.7069,18,23,6,41
6.7223,18,23,6,41
6.7369,19,23,4,40
6.7508,19,23,4,40
6.7666,19,23,4,40
6.7840,19,24,4,40
6.7988,19,24,4,40
6.8149,18,24,6,41
6.8326,18,24,6,41
6.8542,18,24,6,41
6.8703,19,24,6,41
6.8826,19,24,6,41
6.9011,19,24,6,41
6.9254,19,23,6,41
6.9412,19,23,6,41
6.9571,19,24,4,40
6.9719,19,24,4,40
6.9875,19,24,4,40
7.0047,19,23,6,41
7.0220,19,23,6,41
7.0369,19,23,6,41
7.0522,18,23,6,41
7.0658,18,23,6,41
7.0831,19,23,4,40
7.0977,19,23,4,40
7.1143,19,23,4,40
7.1284,18,24,6,41
7.1439,18,24,6,41
7.1602,18,24,6,41
7.1756,18,24,4,40
7.1907,18,24,4,40
7.2068,18,24,4,40
7.2221,18,23,4,40
7.2343,18,23,4,40
7.2489,18,23,4,40
7.2631,19,23,6,40
7.2770,19,23,6,40
7.2920,19,23,6,40
7.3070,19,23,4,40
7.3225,19,23,4,40
7.3359,19,23,4,40
7.3481,18,23,4,40
7.3661,18,23,4,40
7.3795,18,23,4,40
7.3960,19,23,4,40
7.4105,19,23,4,40
7.4280,19,23,4,40
7.4417,19,23,6,40
7.4569,19,23,6,40
7.4719,19,23,6,40
7.4860,19,23,6,40
7.5011,19,23,6,40
7.5148,19,23,6,40
7.5290,18,23,6,41
7.5466,18,23,6,41
7.5601,18,23,6,41
7.5754,18,24,6,41
7.5902,18,24,6,41
7.6059,18,24,6,41
7.6201,19,23,6,40
7.6354,19,23,6,40
7.6517,19,23,6,40
7.6737,18,23,4,40
7.6868,18,23,4,40
7.7029,18,23,4,40
7.7171,18,20,3,38
7.7306,18,20,3,38
7.7465,21,13,3,34
7.7666,21,13,3,34
7.7826,21,13,3,34
7.7972,21,14,2,33
7.8163,21,14,2,33
7.8321,21,14,2,33
7.8532,20,13,2,34
7.8695,20,13,2,34
7.8858,21,14,2,33
7.9065,21,14,2,33
7.9262,21,13,2,34
7.9445,21,13,2,34
7.9621,21,13,2,34
7.9769,20,14,2,33
7.9916,20,14,2,33
8.0130,20,14,2,33
8.0273,20,14,2,33
8.0413,20,14,2,33
8.0559,20,14,2,34
8.0746,20,14,2,34
8.0876,20,14,2,34
8.1034,20,14,2,33
8.1176,20,14,2,33
8.1341,20,14,2,33
8.1484,20,13,3,34
8.1675,20,13,3,34
8.1825,20,13,3,34
8.1959,21,13,2,33
8.2128,21,13,2,33
8.2261,21,13,2,33
8.2407,20,14,3,34
8.2539,20,14,3,34
8.2728,20,14,3,34
8.2865,21,13,3,34
8.3032,21,13,3,34
8.3162,21,13,3,34
8.3342,20,14,2,34
8.3473,20,14,2,34
8.3631,20,14,2,34
8.3772,20,14,3,34
8.3930,20,14,3,34
8.4095,20,14,3,34
8.4257,20,14,3,34
8.4393,20,14,3,34
8.4557,20,14,3,34
8.4695,21,14,2,33
8.4857,21,14,2,33
8.5009,20,14,2,33
8.5160,20,13,2,34
8.5296,20,13,2,34
8.5457,20,14,2,34
8.5593,20,14,2,34
8.5748,20,14,2,34
8.5884,21,13,3,33
8.6069,21,13,3,33
8.6209,21,13,3,33
8.6347,20,14,2,33
8.6501,20,14,2,33
8.6732,20,14,2,33
8.6870,20,14,2,34
8.7047,20,14,2,34
8.7210,21,14,2,34
8.7357,21,13,3,34
8.7496,21,13,3,34
8.7671,20,14,3,34
8.7807,20,14,3,34
8.7956,20,14,3,34
8.8124,21,14,2,33
8.8283,21,14,2,33
8.8462,21,14,2,33
8.8630,21,13,3,34
8.8827,21,13,3,34
8.9013,20,14,3,34
8.9191,20,14,3,34
8.9341,20,14,3,34
8.9512,20,14,3,34
8.9665,20,14,3,34
8.9862,21,13,3,34
9.0066,21,13,3,34
9.0228,21,13,3,34
9.0373,21,13,3,34
9.0507,21,13,3,34
9.0676,21,13,3,34
9.0813,21,14,3,34
9.0956,21,14,3,34
9.1101,21,14,3,34
9.1246,21,13,2,33
9.1400,21,13,2,33
9.1556,21,13,2,33
9.1696,21,14,2,33
9.1853,21,14,2,33
9.2012,21,14,2,33
9.2154,20,13,2,34
9.2299,20,13,2,34
9.2445,20,13,2,34
9.2593,21,14,2,33
9.2762,21,14,2,33
9.2898,21,14,2,33
9.3048,21,14,2,33
9.3189,21,14,2,33
9.3362,21,14,2,33
9.3500,20,14,2,33
9.3645,20,14,2,33
9.3787,20,14,2,33
9.3961,20,13,3,34
9.4098,20,13,3,34
9.4253,20,13,3,34
9.4398,20,14,3,34
9.4569,20,14,3,34
9.4705,20,14,3,34
9.4843,20,13,3,34
9.5023,20,13,3,34
9.5162,20,13,3,34
9.5302,20,14,3,34
9.5463,20,14,3,34
9.5602,20,14,3,34
9.5759,21,14,2,33
9.5896,21,14,2,33
9.6051,21,14,2,33
9.6171,20,14,2,34
9.6325,20,14,2,34
9.6471,20,14,2,34
9.6640,21,13,2,33
9.6776,21,13,2,33
9.6954,21,13,2,33
9.7109,21,13,2,33
9.7261,21,13,2,33
9.7480,1,35,26,59
9.7633,1,35,26,59
9.7797,1,35,26,59
9.7951,0,36,28,59
9.8153,0,36,28,59
9.8350,0,36,28,58
9.8521,0,36,28,58
9.8649,0,36,28,58
9.8851,1,36,30,58
9.9036,1,36,30,58
9.9227,0,36,26,59
9.9372,0,36,26,59
9.9502,0,36,26,59
9.9660,0,36,26,59
9.9808,0,36,26,59
9.9967,0,36,26,59
10.0139,0,36,29,58
10.0325,0,36,29,58
10.0476,0,36,29,58
10.0637,1,35,28,58
10.0780,1,35,28,58
10.0919,1,35,28,58
10.1070,1,36,28,59
10.1205,1,36,28,59
10.1349,1,36,28,59
10.1469,1,35,28,58
10.1655,1,35,28,58
10.1809,1,35,28,58
10.1957,0,36,28,58
10.2141,0,36,28,58
10.2268,0,36,28,58
10.2405,0,36,30,59
10.2565,0,36,30,59
10.2732,0,36,28,58
10.2893,0,36,28,58
10.3061,0,36,28,58
10.3207,0,36,28,58
10.3352,0,36,28,58
10.3500,0,36,28,58
10.3661,0,36,26,59
10.3801,0,36,26,59
10.3975,0,36,26,59
10.4115,0,36,26,59
10.4259,0,36,26,59
10.4401,0,36,26,59
10.4555,0,36,26,59
10.4702,0,36,26,59
10.4859,0,36,26,59
10.4991,0,36,30,59
10.5146,0,36,30,59
10.5301,0,36,30,59
10.5472,1,35,28,58
10.5600,1,35,28,58
10.5752,1,35,28,58
10.5877,1,36,28,59
10.6057,1,36,28,59
10.6191,1,36,28,59
10.6352,1,35,28,58
10.6476,1,35,28,58
10.6732,0,36,28,58
10.6862,0,36,30,59
10.7063,0,36,30,59
10.7205,0,36,30,58
10.7356,0,36,30,58
10.7515,0,36,30,58
10.7675,0,36,29,58
10.7856,0,36,29,58
10.7997,0,36,29,58
10.8162,1,35,26,59
10.8336,1,35,26,59
10.8493,1,36,28,59
10.8661,1,36,28,59
10.8802,1,36,28,59
10.9017,1,36,28,59
10.9239,1,36,28,59
10.9389,0,36,26,59
10.9572,0,36,26,59
10.9750,0,36,26,59
10.9890,1,35,26,58
11.0052,1,35,26,58
11.0249,1,35,26,58
11.0362,0,36,28,59
11.0523,0,36,28,59
11.0658,0,36,28,59
11.0830,0,36,29,58
11.0960,0,36,29,58
11.1098,0,36,29,58
11.1244,1,36,28,59
11.1423,1,36,28,59
11.1581,0,36,26,59
11.1757,0,36,26,59
11.1898,0,36,26,59
11.2060,0,36,30,59
11.2213,0,36,30,59
11.2356,0,36,30,59
11.2506,0,36,30,58
11.2651,0,36,30,58
11.2809,0,36,30,58
11.2968,1,35,26,59
11.3132,1,35,26,59
11.3268,1,35,26,59
11.3459,1,36,30,58
11.3592,1,36,30,58
11.3760,1,36,30,58
11.3892,0,36,30,59
11.4045,0,36,30,59
11.4183,0,36,30,59
11.4358,1,35,26,59
11.4490,1,35,26,59
11.4644,1,35,26,59
11.4793,0,36,26,59
11.4969,0,36,26,59
11.5105,0,36,26,59
11.5243,0,36,26,59
11.5407,0,36,26,59
11.5566,0,36,26,59
11.5707,1,35,28,58
11.5850,1,35,28,58
11.6006,1,35,28,58
11.6155,1,35,26,58
11.6290,1,35,26,58
11.6460,1,35,26,58
11.6606,0,36,28,59
11.6739,0,36,28,59
11.6906,0,36,26,59
11.7070,0,36,26,59
11.7232,0,36,26,59
11.7410,16,8,22,41
11.7589,16,8,22,41
11.7734,16,8,22,41
11.7881,16,5,22,40
11.8131,16,5,22,40
11.8277,15,5,20,40
11.8484,15,5,20,40
11.8637,15,5,20,40
11.8801,15,5,20,40
11.9087,15,5,22,40
11.9332,15,5,22,40
11.9478,15,5,22,40
11.9652,15,5,22,40
11.9808,15,5,22,40
11.9990,15,5,22,40
12.0163,15,5,22,40
12.0331,15,5,22,40
12.0461,15,5,22,41
12.0620,15,5,22,41
12.0751,15,5,22,41
12.0915,16,5,22,40
12.1049,16,5,22,40
12.1198,16,5,22,40
12.1359,15,5,20,40
12.1552,15,5,20,40
12.1747,15,5,20,40
12.1885,16,6,21,40
12.2062,16,6,21,40
12.2201,16,6,21,40
12.2358,16,6,20,40
12.2489,16,6,20,40
12.2644,16,6,20,40
12.2771,16,5,22,40
12.2952,16,5,22,40
12.3089,16,5,22,40
12.3242,16,6,23,41
12.3363,16,6,23,41
12.3523,16,6,23,41
12.3659,15,5,22,40
12.3827,15,5,22,40
12.3973,15,5,22,40
12.4145,15,5,20,40
12.4276,15,5,20,40
12.4445,16,6,21,40
12.4594,16,6,21,40
12.4758,16,6,21,40
12.4896,16,6,23,41
12.5053,16,6,23,41
12.5201,16,6,23,41
12.5356,15,5,22,41
12.5492,15,5,22,41
12.5643,15,5,22,41
12.5790,16,6,23,41
12.5967,16,6,23,41
12.6107,16,6,23,41
12.6242,15,5,20,41
12.6392,15,5,20,41
12.6557,15,5,20,41
12.6706,16,6,23,41
12.6843,16,6,23,41
12.6984,16,6,23,41
12.7158,16,5,22,40
12.7296,16,5,22,40
12.7495,16,5,22,40
12.7621,15,5,22,40
12.7769,15,5,22,40
12.7934,15,5,22,40
12.8094,15,5,20,40
12.8327,15,5,20,40
12.8467,16,6,23,40
12.8668,16,6,23,40
12.8818,16,6,23,40
12.9041,16,5,22,40
12.9301,15,5,22,41
12.9474,15,5,22,41
12.9646,15,5,22,41
12.9820,16,6,22,40
12.9961,16,6,22,40
13.0132,16,6,22,40
13.0279,15,6,23,41
13.0464,15,6,23,41
13.0602,15,6,23,41
13.0769,16,6,23,41
13.0902,16,6,23,41
13.1061,16,6,23,41
13.1191,15,5,22,40
13.1348,15,5,22,40
13.1488,15,5,20,40
13.1701,15,5,20,40
13.1840,15,5,20,40
13.2033,16,6,23,40
13.2178,16,6,23,40
13.2357,16,6,23,40
13.2515,16,5,20,40
13.2652,16,5,20,40
13.2825,16,5,20,40
13.2963,16,5,22,40
13.3099,16,5,22,40
13.3245,16,5,22,40
13.3381,15,5,20,40
13.3564,15,5,20,40
13.3701,15,5,20,40
13.3836,15,5,22,41
13.4006,15,5,22,41
13.4148,15,5,22,41
13.4330,16,6,23,41
13.4460,16,6,23,41
13.4624,16,6,23,41
13.4775,16,5,20,41
13.4958,16,5,20,41
13.5099,15,5,22,40
13.5243,15,5,22,40
13.5373,15,5,22,40
13.5556,16,5,20,40
13.5689,16,5,20,40
13.5843,16,5,20,40
13.5986,16,6,23,41
13.6156,16,6,23,41
13.6296,16,6,23,41
13.6462,15,5,20,40
13.6629,15,5,20,40
13.6773,15,5,20,40
13.6911,15,5,22,40
13.7093,15,5,22,40
13.7247,15,5,22,40
13.7430,14,6,24,44
13.7632,14,6,24,44
13.7773,10,9,30,44
13.7950,10,9,30,44
13.8105,10,9,30,44
13.8251,10,9,30,43
13.8443,10,9,30,43
13.8658,10,9,30,44
13.8807,10,9,30,44
13.9022,10,9,30,44
13.9181,10,9,29,44
13.9370,10,9,29,44
13.9520,10,9,29,44
13.9659,11,8,29,46
13.9814,11,8,29,46
13.9960,11,8,29,44
14.0119,11,8,29,44
14.0273,11,8,29,44
14.0420,10,9,30,43
14.0571,10,9,30,43
14.0708,10,9,30,43
14.0862,11,8,29,44
14.1007,11,8,29,44
14.1152,11,8,29,44
14.1305,11,9,29,43
14.1448,11,9,29,43
14.1601,11,9,29,43
14.1758,10,9,29,44
14.1891,10,9,29,44
14.2050,10,9,29,44
14.2196,10,9,29,43
14.2352,10,9,29,43
14.2490,10,9,29,43
14.2673,10,9,29,44
14.2809,10,9,29,44
14.2953,10,9,29,44
14.3090,11,8,29,43
14.3243,11,8,29,43
14.3403,11,8,29,43
14.3569,11,9,29,43
14.3702,11,9,29,43
14.3842,11,9,29,43
14.4002,10,9,29,43
14.4155,10,9,29,43
14.4302,10,9,29,43
14.4461,11,8,29,44
14.4600,11,8,29,44
14.4755,11,8,29,44
14.4889,10,9,30,43
14.5056,10,9,30,43
14.5200,10,9,30,43
14.5352,11,8,29,44
14.5515,11,8,29,44
14.5657,11,8,29,44
14.5801,11,9,29,43
14.5953,11,9,29,43
14.6089,11,9,29,43
14.6265,10,9,29,44
14.6401,10,9,29,44
14.6551,10,9,29,44
14.6688,10,9,29,43
14.6843,10,9,29,43
14.7018,10,9,29,43
14.7164,10,9,29,44
14.7310,10,9,29,44
14.7474,10,9,29,44
14.7626,10,9,30,44
14.7787,10,9,30,44
14.8033,11,8,29,44
14.8167,11,8,29,44
14.8328,11,8,29,44
14.8488,10,9,29,43
14.8649,10,9,29,43
14.8838,11,8,29,44
14.9040,11,8,29,44
14.9304,11,9,29,43
14.9525,11,9,29,43
14.9683,11,9,29,43
14.9846,10,9,29,44
15.0041,10,9,29,44
15.0198,10,8,30,44
15.0337,10,8,30,44
15.0511,10,8,30,44
15.0646,11,8,30,44
15.0796,11,8,30,44
15.0939,11,8,30,44
15.1102,10,9,29,44
15.1248,10,9,29,44
15.1407,10,9,29,44
15.1550,10,8,30,44
15.1717,10,8,30,44
15.1872,10,8,30,44
15.2036,11,9,29,43
15.2170,11,9,29,43
15.2309,11,9,29,43
15.2472,10,9,29,43
15.2631,10,9,29,43
15.2769,10,9,29,43
15.2898,11,8,30,44
15.3060,11,8,30,44
15.3207,11,8,30,44
15.3368,11,8,30,44
15.3499,11,8,30,44
15.3642,11,8,30,44
15.3794,11,9,30,43
15.3956,11,9,30,43
15.4093,11,9,30,43
15.4241,10,9,29,43
15.4373,10,9,29,43
15.4555,10,9,29,43
15.4692,10,9,29,44
15.4843,10,9,29,44
15.5007,11,9,29,44
15.5162,11,8,30,43
15.5292,11,8,30,43
15.5445,11,8,30,43
15.5596,10,9,29,43
15.5757,10,9,29,43
15.5890,10,9,29,43
15.6042,11,8,29,43
15.6183,11,8,29,43
15.6353,11,8,29,43
15.6490,11,8,29,44
15.6713,11,8,29,44
15.6843,11,9,30,43
15.6998,11,9,30,43
15.7131,11,9,30,43
15.7279,11,14,25,44
15.7422,11,14,25,44
15.7615,11,14,25,44
15.7758,9,38,8,45
15.7968,9,38,8,45
15.8134,9,35,7,45
15.8303,9,35,7,45
15.8446,9,35,7,45
15.8634,9,38,7,46
15.8789,9,38,7,46
15.9026,8,39,7,46
15.9275,8,39,7,46
15.9461,9,39,7,45
15.9634,9,39,7,45
15.9793,9,39,7,45
15.9970,9,38,7,46
16.0155,9,38,7,46
16.0310,9,38,7,46
16.0453,9,36,7,45
16.0632,9,36,7,45
16.0762,9,36,7,45
16.0904,9,35,8,46
16.1051,9,35,8,46
16.1231,8,38,7,46
16.1375,8,38,7,46
16.1559,8,38,7,46
16.1707,9,38,8,46
16.1873,9,38,8,46
16.2011,9,38,8,46
16.2156,9,38,8,45
16.2288,9,38,8,45
16.2469,9,38,8,45
16.2611,9,39,8,45
16.2763,9,39,8,45
16.2898,9,39,8,45
16.3035,9,38,7,46
16.3193,9,38,7,46
16.3327,9,38,7,46
16.3463,8,39,7,49
16.3610,8,39,7,49
16.3740,8,39,7,49
16.3913,8,39,7,45
16.4060,8,39,7,45
16.4208,8,39,7,45
16.4346,9,38,8,45
16.4530,9,38,8,45
16.4652,9,38,8,45
16.4823,9,38,8,46
16.4958,9,38,8,46
16.5122,9,38,8,46
16.5261,9,38,8,45
16.5456,9,38,8,45
16.5586,9,38,8,45
16.5748,9,38,8,46
16.5871,9,38,8,46
16.6070,9,38,8,46
16.6210,9,39,7,45
16.6348,9,39,7,45
16.6511,9,38,8,45
16.6741,9,38,8,45
16.6972,8,38,7,46
16.7157,8,38,7,46
16.7332,8,38,7,46
16.7482,9,38,7,46
16.7646,9,38,7,46
16.7793,9,38,7,46
16.7995,8,39,8,45
16.8147,8,39,8,45
16.8335,9,39,7,45
16.8531,9,39,7,45
16.8686,9,39,7,45
16.8847,9,38,8,45
16.9061,9,38,8,45
